"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.lower1","Input.upper1","Input.lower2","Input.upper2","Input.lower3","Input.upper3","Input.opt1","Input.opt2","Input.opt3","Input.testurl","Input.video","Input.start_img","Input.goal_img","Answer.colorcube","Answer.rating1","Answer.rating2","Answer.rating3","Answer.rating4","Answer.survey_age","Answer.survey_education","Answer.survey_gamer","Answer.survey_robotics","Approve","Reject"
"3AXFSPQOYQY98GJVQ6C65VRG4O7JF2","36AMNITQIKA3GW43C035VV5MJSGGIU","Opinion: Survey on Robot Arm Motion Quality","Give your opinion on robots performing various actions. Control measures are in place to see if you are taking the survey seriously.","survey, robotics, robot, rating, classification","$0.16","Fri Sep 05 23:17:53 GMT 2014","13","BatchId:1662684;","3600","10800","Fri Sep 12 23:17:53 GMT 2014","","","337RC3OW0527LNRFJ8YPRG3D0WTLVC","A1BAEFJ2OG7NJ0","Approved","Sat Sep 06 00:09:57 GMT 2014","Sat Sep 06 00:13:16 GMT 2014","Sat Sep 06 03:13:16 GMT 2014","2014/09/06 03:13:26 +0000","","","199","100% (5/5)","100% (5/5)","100% (5/5)","inefficient","efficient","awkward","elegant","rough","smooth","Red","Yellow","Green","R74AZ5nJ0Bw","//www.youtube.com/embed/6o485OVnazU","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_15","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_15","Yellow","7","7","6","7","age_group_3","education_level_2","no","no"
"3AXFSPQOYQY98GJVQ6C65VRG4O7JF2","36AMNITQIKA3GW43C035VV5MJSGGIU","Opinion: Survey on Robot Arm Motion Quality","Give your opinion on robots performing various actions. Control measures are in place to see if you are taking the survey seriously.","survey, robotics, robot, rating, classification","$0.16","Fri Sep 05 23:17:53 GMT 2014","13","BatchId:1662684;","3600","10800","Fri Sep 12 23:17:53 GMT 2014","","","33TIN5LC04ATOFLBZMIJT6GCIKF9YF","A3OZ8KF0HWSVWK","Approved","Sat Sep 06 00:14:32 GMT 2014","Sat Sep 06 00:15:17 GMT 2014","Sat Sep 06 03:15:17 GMT 2014","2014/09/06 03:18:25 +0000","","","45","100% (24/24)","100% (24/24)","100% (24/24)","inefficient","efficient","awkward","elegant","rough","smooth","Red","Yellow","Green","R74AZ5nJ0Bw","//www.youtube.com/embed/6o485OVnazU","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_15","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_15","Yellow","6","7","7","6","age_group_3","education_level_1","no","no"
"3AXFSPQOYQY98GJVQ6C65VRG4O7JF2","36AMNITQIKA3GW43C035VV5MJSGGIU","Opinion: Survey on Robot Arm Motion Quality","Give your opinion on robots performing various actions. Control measures are in place to see if you are taking the survey seriously.","survey, robotics, robot, rating, classification","$0.16","Fri Sep 05 23:17:53 GMT 2014","13","BatchId:1662684;","3600","10800","Fri Sep 12 23:17:53 GMT 2014","","","34V1S5K3GS1R5VB5T3NRAFWJJAN96G","A34SLHI93BBV9E","Approved","Sat Sep 06 00:18:32 GMT 2014","Sat Sep 06 00:22:47 GMT 2014","Sat Sep 06 03:22:47 GMT 2014","2014/09/06 03:23:28 +0000","","","255","100% (24/24)","100% (24/24)","100% (24/24)","inefficient","efficient","awkward","elegant","rough","smooth","Red","Yellow","Green","R74AZ5nJ0Bw","//www.youtube.com/embed/6o485OVnazU","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_15","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_15","Yellow","7","6","7","7","age_group_2","education_level_3","no","no"
"3AXFSPQOYQY98GJVQ6C65VRG4O7JF2","36AMNITQIKA3GW43C035VV5MJSGGIU","Opinion: Survey on Robot Arm Motion Quality","Give your opinion on robots performing various actions. Control measures are in place to see if you are taking the survey seriously.","survey, robotics, robot, rating, classification","$0.16","Fri Sep 05 23:17:53 GMT 2014","13","BatchId:1662684;","3600","10800","Fri Sep 12 23:17:53 GMT 2014","","","3A0EX8ZRN8OCC808X6WFKCB26JHYBB","AIQ1I6ODSIO56","Approved","Sat Sep 06 00:06:19 GMT 2014","Sat Sep 06 00:07:45 GMT 2014","Sat Sep 06 03:07:45 GMT 2014","2014/09/06 03:08:25 +0000","","","86","100% (24/24)","100% (24/24)","100% (24/24)","inefficient","efficient","awkward","elegant","rough","smooth","Red","Yellow","Green","R74AZ5nJ0Bw","//www.youtube.com/embed/6o485OVnazU","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_15","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_15","Yellow","5","5","6","5","age_group_2","education_level_4","yes","no"
"3AXFSPQOYQY98GJVQ6C65VRG4O7JF2","36AMNITQIKA3GW43C035VV5MJSGGIU","Opinion: Survey on Robot Arm Motion Quality","Give your opinion on robots performing various actions. Control measures are in place to see if you are taking the survey seriously.","survey, robotics, robot, rating, classification","$0.16","Fri Sep 05 23:17:53 GMT 2014","13","BatchId:1662684;","3600","10800","Fri Sep 12 23:17:53 GMT 2014","","","3ATTHHXXWAOXZBO4YK2UNL86Z37XID","A2F7D8EOTB663","Approved","Sat Sep 06 00:02:00 GMT 2014","Sat Sep 06 00:28:19 GMT 2014","Sat Sep 06 03:28:19 GMT 2014","2014/09/06 03:28:27 +0000","","","1579","100% (24/24)","100% (24/24)","100% (24/24)","inefficient","efficient","awkward","elegant","rough","smooth","Red","Yellow","Green","R74AZ5nJ0Bw","//www.youtube.com/embed/6o485OVnazU","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_15","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_15","Yellow","5","7","6","6","age_group_2","education_level_2","no","yes"
"3AXFSPQOYQY98GJVQ6C65VRG4O7JF2","36AMNITQIKA3GW43C035VV5MJSGGIU","Opinion: Survey on Robot Arm Motion Quality","Give your opinion on robots performing various actions. Control measures are in place to see if you are taking the survey seriously.","survey, robotics, robot, rating, classification","$0.16","Fri Sep 05 23:17:53 GMT 2014","13","BatchId:1662684;","3600","10800","Fri Sep 12 23:17:53 GMT 2014","","","3BDCF01OGXUOPHMKOJL9YF77IEWYL1","A1JE3G5ZXGCGTD","Approved","Sat Sep 06 00:19:17 GMT 2014","Sat Sep 06 00:20:12 GMT 2014","Sat Sep 06 03:20:12 GMT 2014","2014/09/06 03:23:25 +0000","","","55","100% (3/3)","100% (3/3)","100% (3/3)","inefficient","efficient","awkward","elegant","rough","smooth","Red","Yellow","Green","R74AZ5nJ0Bw","//www.youtube.com/embed/6o485OVnazU","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_15","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_15","Yellow","6","6","7","7","age_group_3","education_level_1","yes","no"
"3AXFSPQOYQY98GJVQ6C65VRG4O7JF2","36AMNITQIKA3GW43C035VV5MJSGGIU","Opinion: Survey on Robot Arm Motion Quality","Give your opinion on robots performing various actions. Control measures are in place to see if you are taking the survey seriously.","survey, robotics, robot, rating, classification","$0.16","Fri Sep 05 23:17:53 GMT 2014","13","BatchId:1662684;","3600","10800","Fri Sep 12 23:17:53 GMT 2014","","","3EKVH9QMEY4FQK5LIHGQ6YYXUQZ2D8","A1HGC1W5EWXUYS","Approved","Sat Sep 06 00:13:54 GMT 2014","Sat Sep 06 00:14:34 GMT 2014","Sat Sep 06 03:14:34 GMT 2014","2014/09/06 03:18:25 +0000","","","40","100% (9/9)","100% (9/9)","100% (9/9)","inefficient","efficient","awkward","elegant","rough","smooth","Red","Yellow","Green","R74AZ5nJ0Bw","//www.youtube.com/embed/6o485OVnazU","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_15","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_15","Yellow","7","6","6","6","age_group_2","education_level_1","yes","no"
"3AXFSPQOYQY98GJVQ6C65VRG4O7JF2","36AMNITQIKA3GW43C035VV5MJSGGIU","Opinion: Survey on Robot Arm Motion Quality","Give your opinion on robots performing various actions. Control measures are in place to see if you are taking the survey seriously.","survey, robotics, robot, rating, classification","$0.16","Fri Sep 05 23:17:53 GMT 2014","13","BatchId:1662684;","3600","10800","Fri Sep 12 23:17:53 GMT 2014","","","3EO896NRAWVMD5ZQBSMXAJ20ZNAJTW","A1102MP1CZI32V","Approved","Sat Sep 06 00:20:16 GMT 2014","Sat Sep 06 00:38:02 GMT 2014","Sat Sep 06 03:38:02 GMT 2014","2014/09/06 03:38:25 +0000","","","1066","100% (22/22)","100% (22/22)","100% (22/22)","inefficient","efficient","awkward","elegant","rough","smooth","Red","Yellow","Green","R74AZ5nJ0Bw","//www.youtube.com/embed/6o485OVnazU","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_15","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_15","Yellow","6","4","3","5","age_group_1","education_level_3","yes","no"
"3AXFSPQOYQY98GJVQ6C65VRG4O7JF2","36AMNITQIKA3GW43C035VV5MJSGGIU","Opinion: Survey on Robot Arm Motion Quality","Give your opinion on robots performing various actions. Control measures are in place to see if you are taking the survey seriously.","survey, robotics, robot, rating, classification","$0.16","Fri Sep 05 23:17:53 GMT 2014","13","BatchId:1662684;","3600","10800","Fri Sep 12 23:17:53 GMT 2014","","","3GA6AFUKOOOLNI668DDLGTINSWTH38","ARG47LD1T4XXY","Approved","Sat Sep 06 00:20:07 GMT 2014","Sat Sep 06 00:57:05 GMT 2014","Sat Sep 06 03:57:05 GMT 2014","2014/09/06 03:58:24 +0000","","","2218","100% (15/15)","100% (15/15)","100% (15/15)","inefficient","efficient","awkward","elegant","rough","smooth","Red","Yellow","Green","R74AZ5nJ0Bw","//www.youtube.com/embed/6o485OVnazU","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_15","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_15","Yellow","6","4","5","5","age_group_2","education_level_3","yes","no"
"3AXFSPQOYQY98GJVQ6C65VRG4O7JF2","36AMNITQIKA3GW43C035VV5MJSGGIU","Opinion: Survey on Robot Arm Motion Quality","Give your opinion on robots performing various actions. Control measures are in place to see if you are taking the survey seriously.","survey, robotics, robot, rating, classification","$0.16","Fri Sep 05 23:17:53 GMT 2014","13","BatchId:1662684;","3600","10800","Fri Sep 12 23:17:53 GMT 2014","","","3IXEICO792JAPAKJR9S81FXVDGO6T9","A3OJCWC178255T","Approved","Fri Sep 05 23:54:52 GMT 2014","Sat Sep 06 00:00:47 GMT 2014","Sat Sep 06 03:00:47 GMT 2014","2014/09/06 03:03:24 +0000","","","355","100% (10/10)","100% (10/10)","100% (10/10)","inefficient","efficient","awkward","elegant","rough","smooth","Red","Yellow","Green","R74AZ5nJ0Bw","//www.youtube.com/embed/6o485OVnazU","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_15","https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_15","Yellow","6","4","5","5","age_group_2","education_level_2","yes","no"
